user_id,date,steps,distance_km,active_minutes
1,10/9/2025,14803,11.28,31
1,10/10/2025,14368,10.95,44
1,10/11/2025,7502,5.72,120
1,10/12/2025,2470,1.88,177
1,10/13/2025,3456,2.63,101
1,10/14/2025,14627,11.15,60
1,10/15/2025,9972,7.6,113
1,10/16/2025,5560,4.24,74
1,10/17/2025,4397,3.35,157
1,10/18/2025,6472,4.93,70
1,10/19/2025,12704,9.68,73
1,10/20/2025,15014,11.44,154
1,10/21/2025,12738,9.71,61
1,10/22/2025,6845,5.22,83
1,10/23/2025,14305,10.9,27
1,10/24/2025,5986,4.56,156
1,10/25/2025,8736,6.66,177
1,10/26/2025,1968,1.5,96
1,10/27/2025,3808,2.9,93
1,10/28/2025,3504,2.67,170
1,10/29/2025,8104,6.18,48
1,10/30/2025,17006,12.96,81
1,10/31/2025,7131,5.44,140
1,11/1/2025,8252,6.29,149
1,11/2/2025,6200,4.73,97
1,11/3/2025,10489,7.99,148
1,11/4/2025,14775,11.26,144
1,11/5/2025,3401,2.59,132
1,11/6/2025,4012,3.06,161
1,11/7/2025,19400,14.79,78
1,11/8/2025,15064,11.48,162
1,11/9/2025,5641,4.3,31
1,11/10/2025,1969,1.5,22
1,11/11/2025,17968,13.7,110
1,11/12/2025,17487,13.33,89
1,11/13/2025,4835,3.69,35
1,11/14/2025,10192,7.77,34
1,11/15/2025,17164,13.08,94
1,11/16/2025,7895,6.02,99
1,11/17/2025,6573,5.01,65
1,11/18/2025,7163,5.46,108
1,11/19/2025,11473,8.74,105
1,11/20/2025,16522,12.59,133
1,11/21/2025,10496,8,57
1,11/22/2025,14798,11.28,123
1,11/23/2025,16124,12.29,113
1,11/24/2025,17089,13.03,133
1,11/25/2025,15009,11.44,66
1,11/26/2025,9061,6.91,96
1,11/27/2025,15973,12.17,178
1,11/28/2025,14922,11.37,154
1,11/29/2025,8077,6.16,25
1,11/30/2025,5416,4.13,91
1,12/1/2025,7012,5.34,174
1,12/2/2025,6529,4.98,32
1,12/3/2025,5120,3.9,21
1,12/4/2025,13361,10.18,162
1,12/5/2025,19351,14.75,156
1,12/6/2025,18450,14.06,76
1,12/7/2025,3351,2.55,135
1,12/8/2025,11036,8.41,84
1,12/9/2025,3262,2.49,82
1,12/10/2025,17988,13.71,172
1,12/11/2025,8301,6.33,21
1,12/12/2025,17752,13.53,111
1,12/13/2025,8838,6.74,22
1,12/14/2025,3387,2.58,61
1,12/15/2025,17370,13.24,177
1,12/16/2025,7970,6.07,178
1,12/17/2025,9353,7.13,42
1,12/18/2025,10612,8.09,43
1,12/19/2025,2723,2.08,45
1,12/20/2025,2379,1.81,65
1,12/21/2025,12427,9.47,21
1,12/22/2025,6264,4.77,180
1,12/23/2025,6910,5.27,32
1,12/24/2025,17088,13.02,75
1,12/25/2025,5061,3.86,40
1,12/26/2025,17360,13.23,34
1,12/27/2025,4170,3.18,162
1,12/28/2025,12332,9.4,88
1,12/29/2025,18299,13.95,93
1,12/30/2025,16979,12.94,48
1,12/31/2025,2232,1.7,148
1,1/1/2026,12432,9.48,20
1,1/2/2026,4483,3.42,150
1,1/3/2026,12190,9.29,118
1,1/4/2026,8136,6.2,175
1,1/5/2026,7581,5.78,163
1,1/6/2026,2785,2.12,161
1,1/7/2026,7977,6.08,134
1,1/8/2026,2293,1.75,97
1,1/9/2026,7260,5.53,87
1,1/10/2026,8960,6.83,127
1,1/11/2026,18939,14.44,90
1,1/12/2026,2034,1.55,154
1,1/13/2026,12255,9.34,35
1,1/14/2026,15729,11.99,37
1,1/15/2026,14994,11.43,64
1,1/16/2026,16336,12.45,114
1,1/17/2026,5918,4.51,79
1,1/18/2026,17529,13.36,126
1,1/19/2026,14616,11.14,152
1,1/20/2026,16798,12.8,25
1,1/21/2026,18509,14.11,120
1,1/22/2026,14384,10.96,48
1,1/23/2026,7258,5.53,63
1,1/24/2026,12859,9.8,99
1,1/25/2026,12818,9.77,75
1,1/26/2026,19717,15.03,160
1,1/27/2026,14691,11.2,114
1,1/28/2026,9622,7.33,168
1,1/29/2026,13430,10.24,38
1,1/30/2026,18136,13.82,120
1,1/31/2026,1128,0.86,49
1,2/1/2026,7288,5.55,129
1,2/2/2026,17007,12.96,106
1,2/3/2026,17210,13.12,128
1,2/4/2026,4935,3.76,167
1,2/5/2026,12422,9.47,21
1,2/6/2026,15577,11.87,96
1,2/7/2026,16353,12.46,124
1,2/8/2026,16152,12.31,136
1,2/9/2026,5457,4.16,100
1,2/10/2026,8385,6.39,157
1,2/11/2026,5371,4.09,122
1,2/12/2026,10204,7.78,148
1,2/13/2026,2718,2.07,73
1,2/14/2026,11361,8.66,34
1,2/15/2026,12786,9.75,38
1,2/16/2026,14647,11.16,169
1,2/17/2026,11445,8.72,88
1,2/18/2026,9347,7.12,102
1,2/19/2026,16026,12.21,78
1,2/20/2026,6422,4.89,49
1,2/21/2026,16147,12.31,108
1,2/22/2026,16170,12.32,43
1,2/23/2026,15090,11.5,100
1,2/24/2026,4712,3.59,56
1,2/25/2026,17343,13.22,122
1,2/26/2026,4664,3.55,172
1,2/27/2026,14831,11.3,150
1,2/28/2026,16614,12.66,166
1,3/1/2026,9531,7.26,81
1,3/2/2026,5841,4.45,61
1,3/3/2026,17872,13.62,141
1,3/4/2026,6605,5.03,120
1,3/5/2026,1918,1.46,72
1,3/6/2026,11730,8.94,50
1,3/7/2026,7307,5.57,156
1,3/8/2026,13809,10.53,87
1,3/9/2026,11319,8.63,119
1,3/10/2026,3601,2.74,70
1,3/11/2026,8084,6.16,60
1,3/12/2026,1086,0.83,113
1,3/13/2026,9755,7.44,82
1,3/14/2026,7365,5.61,96
1,3/15/2026,3373,2.57,120
1,3/16/2026,5385,4.1,73
1,3/17/2026,7273,5.54,173
1,3/18/2026,1637,1.25,146
1,3/19/2026,3719,2.83,54
1,3/20/2026,13846,10.55,159
1,3/21/2026,3650,2.78,109
1,3/22/2026,11723,8.94,94
1,3/23/2026,9575,7.3,153
1,3/24/2026,13918,10.61,26
1,3/25/2026,14121,10.76,134
1,3/26/2026,7527,5.74,81
1,3/27/2026,19374,14.77,55
1,3/28/2026,1332,1.02,149
1,3/29/2026,8519,6.49,80
1,3/30/2026,6036,4.6,142
1,3/31/2026,2707,2.06,82
1,4/1/2026,10600,8.08,76
1,4/2/2026,6804,5.19,31
1,4/3/2026,14385,10.96,167
1,4/4/2026,3208,2.45,35
1,4/5/2026,6224,4.74,67
1,4/6/2026,2446,1.86,95
1,4/7/2026,9628,7.34,130
1,4/8/2026,5697,4.34,62
1,4/9/2026,10247,7.81,25
1,4/10/2026,19684,15,172
1,4/11/2026,8631,6.58,177
1,4/12/2026,2511,1.91,31
1,4/13/2026,12411,9.46,30
1,4/14/2026,18066,13.77,180
1,4/15/2026,18035,13.75,63
1,4/16/2026,6832,5.21,143
1,4/17/2026,13745,10.48,174
1,4/18/2026,6471,4.93,161
1,4/19/2026,4598,3.5,123
1,4/20/2026,5244,4,168
1,4/21/2026,18197,13.87,137
1,4/22/2026,9399,7.16,95
1,4/23/2026,15364,11.71,83
1,4/24/2026,8885,6.77,123
1,4/25/2026,4308,3.28,35
1,4/26/2026,10292,7.84,144
1,4/27/2026,7277,5.55,92
1,4/28/2026,10394,7.92,77
1,4/29/2026,16284,12.41,129
1,4/30/2026,7153,5.45,126
1,5/1/2026,8828,6.73,143
1,5/2/2026,2318,1.77,34
1,5/3/2026,14434,11,164
1,5/4/2026,4912,3.74,113
1,5/5/2026,11128,8.48,121
1,5/6/2026,16976,12.94,153
1,5/7/2026,11104,8.46,110
1,5/8/2026,11022,8.4,20
1,5/9/2026,16263,12.4,57
1,5/10/2026,9058,6.9,74
1,5/11/2026,8469,6.46,68
1,5/12/2026,8941,6.81,31
1,5/13/2026,13559,10.33,65
1,5/14/2026,1735,1.32,31
1,5/15/2026,19244,14.67,40
1,5/16/2026,4488,3.42,167
1,5/17/2026,1183,0.9,121
1,5/18/2026,15692,11.96,58
1,5/19/2026,7984,6.09,46
1,5/20/2026,4822,3.68,54
1,5/21/2026,9752,7.43,45
1,5/22/2026,15195,11.58,153
1,5/23/2026,9774,7.45,172
1,5/24/2026,1359,1.04,132
1,5/25/2026,5725,4.36,104
1,5/26/2026,6187,4.72,177
1,5/27/2026,13331,10.16,175
1,5/28/2026,7644,5.83,85
1,5/29/2026,4907,3.74,108
1,5/30/2026,18458,14.07,76
1,5/31/2026,1740,1.33,103
1,6/1/2026,18733,14.28,118
1,6/2/2026,4499,3.43,110
1,6/3/2026,2092,1.59,124
1,6/4/2026,8862,6.75,172
1,6/5/2026,9937,7.57,84
1,6/6/2026,13642,10.4,25
1,6/7/2026,6644,5.06,179
1,6/8/2026,5658,4.31,43
1,6/9/2026,12287,9.37,140
1,6/10/2026,11117,8.47,110
1,6/11/2026,11981,9.13,106
1,6/12/2026,13049,9.95,73
1,6/13/2026,5760,4.39,174
1,6/14/2026,10027,7.64,47
1,6/15/2026,13060,9.95,48
1,6/16/2026,12501,9.53,170
1,6/17/2026,12802,9.76,118
1,6/18/2026,16922,12.9,72
1,6/19/2026,7951,6.06,107
1,6/20/2026,8108,6.18,99
1,6/21/2026,16590,12.64,58
1,6/22/2026,1478,1.13,174
1,6/23/2026,18455,14.07,39
1,6/24/2026,17157,13.08,93
1,6/25/2026,4299,3.28,176
1,6/26/2026,12970,9.89,72
1,6/27/2026,10470,7.98,119
1,6/28/2026,7298,5.56,38
1,6/29/2026,10451,7.97,157
1,6/30/2026,8091,6.17,122
1,7/1/2026,14076,10.73,157
1,7/2/2026,2495,1.9,167
1,7/3/2026,6517,4.97,158
1,7/4/2026,2541,1.94,47
1,7/5/2026,1804,1.38,31
1,7/6/2026,17564,13.39,75
1,7/7/2026,14909,11.36,133
1,7/8/2026,5939,4.53,122
1,7/9/2026,12484,9.52,156
1,7/10/2026,2625,2,160
1,7/11/2026,3776,2.88,73
1,7/12/2026,13123,10,167
1,7/13/2026,16075,12.25,134
1,7/14/2026,5600,4.27,78
1,7/15/2026,18651,14.22,136
1,7/16/2026,2450,1.87,141
1,7/17/2026,9077,6.92,158
1,7/18/2026,12559,9.57,50
1,7/19/2026,6574,5.01,26
1,7/20/2026,7721,5.88,170
1,7/21/2026,11357,8.66,59
1,7/22/2026,4914,3.75,140
1,7/23/2026,15874,12.1,158
1,7/24/2026,6144,4.68,128
1,7/25/2026,7595,5.79,146
1,7/26/2026,6692,5.1,143
1,7/27/2026,19223,14.65,142
1,7/28/2026,3229,2.46,174
1,7/29/2026,8271,6.3,74
1,7/30/2026,13366,10.19,91
1,7/31/2026,15062,11.48,140
1,8/1/2026,11727,8.94,178
1,8/2/2026,2420,1.84,100
1,8/3/2026,3275,2.5,168
1,8/4/2026,17957,13.69,115
1,8/5/2026,17902,13.64,68
1,8/6/2026,17037,12.99,143
1,8/7/2026,15921,12.13,26
1,8/8/2026,3419,2.61,149
1,8/9/2026,17113,13.04,66
1,8/10/2026,11471,8.74,150
1,8/11/2026,17239,13.14,100
1,8/12/2026,17222,13.13,126
1,8/13/2026,19921,15.18,90
1,8/14/2026,16921,12.9,133
1,8/15/2026,9116,6.95,138
1,8/16/2026,9287,7.08,86
1,8/17/2026,18698,14.25,52
1,8/18/2026,18179,13.86,167
1,8/19/2026,2100,1.6,119
1,8/20/2026,11860,9.04,161
1,8/21/2026,18657,14.22,176
1,8/22/2026,5172,3.94,142
1,8/23/2026,6101,4.65,173
1,8/24/2026,5461,4.16,32
1,8/25/2026,1215,0.93,139
1,8/26/2026,14439,11.01,151
1,8/27/2026,7671,5.85,43
1,8/28/2026,8824,6.73,127
1,8/29/2026,13385,10.2,153
1,8/30/2026,16554,12.62,153
1,8/31/2026,17093,13.03,69
1,9/1/2026,13854,10.56,103
1,9/2/2026,19789,15.08,85
1,9/3/2026,1830,1.39,32
1,9/4/2026,10032,7.65,63
1,9/5/2026,8247,6.29,63
1,9/6/2026,18035,13.75,68
1,9/7/2026,19533,14.89,60
1,9/8/2026,1276,0.97,30
1,9/9/2026,14899,11.36,29
1,9/10/2026,12259,9.34,138
1,9/11/2026,2587,1.97,103
1,9/12/2026,17486,13.33,102
1,9/13/2026,18144,13.83,116
1,9/14/2026,7662,5.84,132
1,9/15/2026,10566,8.05,53
1,9/16/2026,6292,4.8,69
1,9/17/2026,7984,6.09,49
1,9/18/2026,4644,3.54,84
1,9/19/2026,16315,12.44,88
1,9/20/2026,1628,1.24,122
1,9/21/2026,14374,10.96,109
1,9/22/2026,10418,7.94,161
1,9/23/2026,17216,13.12,100
1,9/24/2026,12679,9.66,99
1,9/25/2026,17367,13.24,105
1,9/26/2026,3830,2.92,147
1,9/27/2026,3053,2.33,31
1,9/28/2026,5069,3.86,80
1,9/29/2026,7542,5.75,56
1,9/30/2026,1771,1.35,91
1,10/1/2026,10648,8.12,134
1,10/2/2026,18725,14.27,43
1,10/3/2026,2735,2.08,138
1,10/4/2026,18740,14.28,154
1,10/5/2026,4053,3.09,150
1,10/6/2026,10507,8.01,179
1,10/7/2026,10705,8.16,84
1,10/8/2026,13676,10.42,53
1,10/9/2026,15387,11.73,112
1,10/10/2026,12708,9.69,138
1,10/11/2026,9751,7.43,34
1,10/12/2026,18915,14.42,42
1,10/13/2026,5672,4.32,146
1,10/14/2026,5224,3.98,82
1,10/15/2026,14939,11.39,161
1,10/16/2026,8394,6.4,102
1,10/17/2026,16885,12.87,83
1,10/18/2026,6186,4.71,83
1,10/19/2026,1135,0.87,155
1,10/20/2026,17063,13.01,42
1,10/21/2026,18877,14.39,179
1,10/22/2026,8060,6.14,96
1,10/23/2026,15550,11.85,83
1,10/24/2026,15144,11.54,42
1,10/25/2026,10844,8.27,161
1,10/26/2026,13978,10.65,91
1,10/27/2026,4839,3.69,67
1,10/28/2026,4491,3.42,26
1,10/29/2026,15519,11.83,44
1,10/30/2026,14716,11.22,109
1,10/31/2026,13739,10.47,27
1,11/1/2026,9463,7.21,48
1,11/2/2026,11599,8.84,133
1,11/3/2026,2253,1.72,48
1,11/4/2026,8643,6.59,151
1,11/5/2026,16696,12.73,74
1,11/6/2026,6567,5.01,39
1,11/7/2026,8017,6.11,47
1,11/8/2026,19526,14.88,179
1,11/9/2026,4005,3.05,100
1,11/10/2026,3574,2.72,91
1,11/11/2026,2408,1.84,147
1,11/12/2026,1646,1.25,148
1,11/13/2026,2413,1.84,138
1,11/14/2026,10569,8.06,62
1,11/15/2026,16646,12.69,132
1,11/16/2026,12946,9.87,118
1,11/17/2026,8365,6.38,101
1,11/18/2026,8409,6.41,52
1,11/19/2026,19372,14.77,160
1,11/20/2026,16647,12.69,137
1,11/21/2026,1138,0.87,178
1,11/22/2026,10300,7.85,88
1,11/23/2026,7118,5.43,31
1,11/24/2026,8445,6.44,20
1,11/25/2026,8294,6.32,41
1,11/26/2026,8816,6.72,145
1,11/27/2026,13856,10.56,102
1,11/28/2026,16543,12.61,122
1,11/29/2026,1788,1.36,179
1,11/30/2026,15498,11.81,60
1,12/1/2026,7083,5.4,83
1,12/2/2026,11984,9.13,168
1,12/3/2026,4102,3.13,102
1,12/4/2026,6719,5.12,38
1,12/5/2026,5855,4.46,89
1,12/6/2026,11079,8.44,115
1,12/7/2026,4355,3.32,143
1,12/8/2026,16823,12.82,40
1,12/9/2026,19721,15.03,129
1,12/10/2026,1508,1.15,31
1,12/11/2026,1161,0.88,178
1,12/12/2026,14516,11.06,178
1,12/13/2026,12181,9.28,37
1,12/14/2026,6803,5.19,49
1,12/15/2026,16032,12.22,77
1,12/16/2026,1746,1.33,158
1,12/17/2026,11906,9.07,29
1,12/18/2026,8451,6.44,150
1,12/19/2026,1164,0.89,80
1,12/20/2026,7350,5.6,22
1,12/21/2026,11175,8.52,84
1,12/22/2026,15041,11.46,170
1,12/23/2026,18199,13.87,129
1,12/24/2026,19466,14.84,76
1,12/25/2026,5192,3.96,101
1,12/26/2026,16596,12.65,35
1,12/27/2026,16037,12.22,171
1,12/28/2026,10279,7.83,100
1,12/29/2026,14516,11.06,82
1,12/30/2026,5212,3.97,142
1,12/31/2026,1033,0.79,71
1,1/1/2027,12847,9.79,90
1,1/2/2027,19813,15.1,102
1,1/3/2027,7047,5.37,115
1,1/4/2027,16997,12.96,25
1,1/5/2027,1166,0.89,127
1,1/6/2027,19305,14.71,35
1,1/7/2027,7685,5.86,68
1,1/8/2027,15970,12.17,73
1,1/9/2027,15768,12.02,64
1,1/10/2027,13964,10.64,166
1,1/11/2027,19830,15.11,136
1,1/12/2027,2755,2.1,171
1,1/13/2027,10560,8.05,106
1,1/14/2027,10243,7.81,157
1,1/15/2027,13993,10.67,135
1,1/16/2027,4057,3.09,113
1,1/17/2027,19954,15.21,74
1,1/18/2027,6626,5.05,169
1,1/19/2027,13546,10.32,120
1,1/20/2027,1868,1.42,151
1,1/21/2027,9901,7.55,44
1,1/22/2027,14807,11.29,149
1,1/23/2027,19779,15.08,153
1,1/24/2027,2277,1.74,79
1,1/25/2027,5062,3.86,143
1,1/26/2027,8802,6.71,115
1,1/27/2027,11040,8.41,158
1,1/28/2027,1445,1.1,146
1,1/29/2027,6190,4.72,152
1,1/30/2027,5742,4.38,163
1,1/31/2027,9834,7.5,32
1,2/1/2027,16056,12.24,42
1,2/2/2027,6879,5.24,144
1,2/3/2027,5808,4.43,95
1,2/4/2027,1447,1.1,132
1,2/5/2027,6760,5.15,55
1,2/6/2027,10433,7.95,169
1,2/7/2027,10077,7.68,150
1,2/8/2027,8934,6.81,65
1,2/9/2027,11853,9.03,59
1,2/10/2027,6355,4.84,180
1,2/11/2027,16942,12.91,103
1,2/12/2027,17407,13.27,161
1,2/13/2027,14768,11.26,34
1,2/14/2027,2418,1.84,29
1,2/15/2027,15275,11.64,145
1,2/16/2027,5178,3.95,59
1,2/17/2027,8058,6.14,173
1,2/18/2027,6240,4.76,178
1,2/19/2027,10889,8.3,51
1,2/20/2027,19439,14.82,61
1,2/21/2027,1955,1.49,160
1,2/22/2027,6408,4.88,53
1,2/23/2027,12305,9.38,111
1,2/24/2027,16372,12.48,117
1,2/25/2027,6187,4.72,43
1,2/26/2027,1470,1.12,164
1,2/27/2027,15694,11.96,62
1,2/28/2027,10472,7.98,51
1,3/1/2027,10224,7.79,140
1,3/2/2027,11048,8.42,71
1,3/3/2027,3841,2.93,24
1,3/4/2027,15868,12.09,179
1,3/5/2027,13135,10.01,80
1,3/6/2027,1161,0.88,96
1,3/7/2027,13982,10.66,120
1,3/8/2027,17806,13.57,111
1,3/9/2027,18332,13.97,105
1,3/10/2027,12317,9.39,33
1,3/11/2027,8508,6.48,38
1,3/12/2027,5156,3.93,159
1,3/13/2027,14047,10.71,91
1,3/14/2027,9138,6.96,104
1,3/15/2027,5591,4.26,137
1,3/16/2027,8939,6.81,84
1,3/17/2027,10276,7.83,134
1,3/18/2027,16848,12.84,35
1,3/19/2027,18935,14.43,169
1,3/20/2027,11150,8.5,44
1,3/21/2027,7748,5.91,110
1,3/22/2027,2234,1.7,24
1,3/23/2027,4949,3.77,82
1,3/24/2027,9111,6.94,53
1,3/25/2027,9422,7.18,26
1,3/26/2027,4666,3.56,97
1,3/27/2027,8360,6.37,52
1,3/28/2027,19235,14.66,53
1,3/29/2027,14522,11.07,75
1,3/30/2027,1887,1.44,163
1,3/31/2027,9725,7.41,61
1,4/1/2027,14960,11.4,77
1,4/2/2027,3986,3.04,72
1,4/3/2027,5285,4.03,120
1,4/4/2027,13528,10.31,132
1,4/5/2027,4135,3.15,103
1,4/6/2027,3629,2.77,173
1,4/7/2027,9342,7.12,50
1,4/8/2027,11145,8.49,107
1,4/9/2027,4100,3.12,95
1,4/10/2027,6439,4.91,47
1,4/11/2027,4623,3.52,71
1,4/12/2027,2348,1.79,115
1,4/13/2027,4358,3.32,91
1,4/14/2027,9996,7.62,65
1,4/15/2027,4698,3.58,44
1,4/16/2027,8990,6.85,124
1,4/17/2027,6977,5.32,78
1,4/18/2027,17342,13.22,41
1,4/19/2027,2011,1.53,103
1,4/20/2027,11548,8.8,161
1,4/21/2027,3405,2.6,55
1,4/22/2027,17777,13.55,103
1,4/23/2027,9556,7.28,68
1,4/24/2027,2839,2.16,93
1,4/25/2027,7896,6.02,48
1,4/26/2027,2337,1.78,170
1,4/27/2027,5926,4.52,156
1,4/28/2027,7954,6.06,96
1,4/29/2027,6176,4.71,64
1,4/30/2027,6806,5.19,84
1,5/1/2027,13987,10.66,119
1,5/2/2027,16103,12.27,71
1,5/3/2027,2847,2.17,73
1,5/4/2027,16273,12.4,149
1,5/5/2027,14592,11.12,151
1,5/6/2027,13440,10.24,110
1,5/7/2027,16510,12.58,40
1,5/8/2027,13795,10.51,136
1,5/9/2027,9156,6.98,149
1,5/10/2027,1623,1.24,135
1,5/11/2027,4108,3.13,53
1,5/12/2027,19552,14.9,127
1,5/13/2027,10326,7.87,90
1,5/14/2027,4127,3.15,110
1,5/15/2027,4774,3.64,117
1,5/16/2027,12822,9.77,169
1,5/17/2027,6469,4.93,82
1,5/18/2027,10367,7.9,147
1,5/19/2027,8695,6.63,32
1,5/20/2027,14412,10.98,143
1,5/21/2027,10704,8.16,167
1,5/22/2027,1612,1.23,21
1,5/23/2027,3223,2.46,104
1,5/24/2027,11494,8.76,108
1,5/25/2027,4432,3.38,52
1,5/26/2027,3622,2.76,56
1,5/27/2027,11304,8.62,31
1,5/28/2027,15176,11.57,164
1,5/29/2027,11666,8.89,172
1,5/30/2027,1838,1.4,129
1,5/31/2027,1564,1.19,82
1,6/1/2027,15307,11.67,52
1,6/2/2027,12288,9.37,20
1,6/3/2027,10679,8.14,32
1,6/4/2027,1277,0.97,137
1,6/5/2027,17123,13.05,122
1,6/6/2027,4035,3.08,78
1,6/7/2027,6269,4.78,89
1,6/8/2027,18799,14.33,136
1,6/9/2027,5100,3.89,76
1,6/10/2027,13719,10.46,136
1,6/11/2027,13535,10.32,101
1,6/12/2027,14783,11.27,117
1,6/13/2027,6096,4.65,72
1,6/14/2027,1450,1.11,58
1,6/15/2027,4903,3.74,118
1,6/16/2027,2677,2.04,159
1,6/17/2027,10293,7.85,145
1,6/18/2027,14172,10.8,113
1,6/19/2027,12397,9.45,59
1,6/20/2027,15628,11.91,90
1,6/21/2027,16500,12.58,133
1,6/22/2027,5940,4.53,48
1,6/23/2027,6395,4.87,178
1,6/24/2027,19020,14.5,27
1,6/25/2027,5598,4.27,48
1,6/26/2027,14342,10.93,89
1,6/27/2027,10880,8.29,121
1,6/28/2027,2982,2.27,76
1,6/29/2027,2577,1.96,105
1,6/30/2027,5638,4.3,130
1,7/1/2027,12369,9.43,90
1,7/2/2027,17215,13.12,95
1,7/3/2027,6938,5.29,105
1,7/4/2027,1544,1.18,117
1,7/5/2027,11624,8.86,169
1,7/6/2027,17414,13.27,24
1,7/7/2027,10439,7.96,108
1,7/8/2027,6759,5.15,166
1,7/9/2027,12972,9.89,24
1,7/10/2027,12368,9.43,39
1,7/11/2027,12454,9.49,153
1,7/12/2027,2426,1.85,45
1,7/13/2027,13489,10.28,169
1,7/14/2027,6035,4.6,159
1,7/15/2027,2017,1.54,87
1,7/16/2027,11518,8.78,64
1,7/17/2027,17773,13.55,173
1,7/18/2027,16154,12.31,161
1,7/19/2027,19519,14.88,71
1,7/20/2027,1690,1.29,80
1,7/21/2027,7590,5.79,39
1,7/22/2027,18643,14.21,125
1,7/23/2027,15793,12.04,24
1,7/24/2027,2322,1.77,102
1,7/25/2027,10098,7.7,140
1,7/26/2027,8698,6.63,25
1,7/27/2027,6346,4.84,142
1,7/28/2027,8240,6.28,91
1,7/29/2027,19485,14.85,97
1,7/30/2027,5656,4.31,47
1,7/31/2027,15034,11.46,33
1,8/1/2027,16887,12.87,169
1,8/2/2027,8309,6.33,60
1,8/3/2027,14080,10.73,114
1,8/4/2027,1308,1,37
1,8/5/2027,7960,6.07,93
1,8/6/2027,6347,4.84,33
1,8/7/2027,10233,7.8,87
1,8/8/2027,10594,8.07,143
1,8/9/2027,4262,3.25,55
1,8/10/2027,6581,5.02,38
1,8/11/2027,8544,6.51,20
1,8/12/2027,19221,14.65,143
1,8/13/2027,11940,9.1,48
1,8/14/2027,16179,12.33,136
1,8/15/2027,1659,1.26,96
1,8/16/2027,4326,3.3,148
1,8/17/2027,14245,10.86,20
1,8/18/2027,10426,7.95,145
1,8/19/2027,6622,5.05,138
1,8/20/2027,18836,14.36,21
1,8/21/2027,15781,12.03,140
1,8/22/2027,6633,5.06,37
1,8/23/2027,10069,7.67,108
1,8/24/2027,6949,5.3,157
1,8/25/2027,9122,6.95,34
1,8/26/2027,3408,2.6,56
1,8/27/2027,13504,10.29,43
1,8/28/2027,12946,9.87,71
1,8/29/2027,9090,6.93,35
1,8/30/2027,5710,4.35,128
1,8/31/2027,18044,13.75,61
1,9/1/2027,7187,5.48,135
1,9/2/2027,10434,7.95,164
1,9/3/2027,8635,6.58,84
1,9/4/2027,7726,5.89,37
1,9/5/2027,10870,8.29,30
1,9/6/2027,10675,8.14,93
1,9/7/2027,5893,4.49,76
1,9/8/2027,6322,4.82,158
1,9/9/2027,3550,2.71,135
1,9/10/2027,8920,6.8,134
1,9/11/2027,1369,1.04,88
1,9/12/2027,7218,5.5,110
1,9/13/2027,6138,4.68,60
1,9/14/2027,12454,9.49,103
1,9/15/2027,8168,6.23,137
1,9/16/2027,16387,12.49,45
1,9/17/2027,11482,8.75,46
1,9/18/2027,6160,4.7,170
1,9/19/2027,11054,8.43,53
1,9/20/2027,9015,6.87,150
1,9/21/2027,14637,11.16,78
1,9/22/2027,6954,5.3,96
1,9/23/2027,9050,6.9,111
1,9/24/2027,19773,15.07,82
1,9/25/2027,15524,11.83,169
1,9/26/2027,11934,9.1,125
1,9/27/2027,14054,10.71,130
1,9/28/2027,8822,6.72,134
1,9/29/2027,14257,10.87,132
1,9/30/2027,14430,11,179
1,10/1/2027,11672,8.9,136
1,10/2/2027,1648,1.26,114
1,10/3/2027,7480,5.7,153
1,10/4/2027,16343,12.46,117
1,10/5/2027,8135,6.2,113
1,10/6/2027,18271,13.93,133
1,10/7/2027,12778,9.74,140
1,10/8/2027,7468,5.69,29
1,10/9/2027,5180,3.95,141
1,10/10/2027,14610,11.14,124
1,10/11/2027,12263,9.35,71
1,10/12/2027,11273,8.59,140
1,10/13/2027,9264,7.06,58
1,10/14/2027,14321,10.92,107
1,10/15/2027,14359,10.94,38
1,10/16/2027,16846,12.84,88
1,10/17/2027,5564,4.24,73
1,10/18/2027,8740,6.66,68
1,10/19/2027,8493,6.47,60
1,10/20/2027,2423,1.85,177
1,10/21/2027,18292,13.94,40
1,10/22/2027,12568,9.58,160
1,10/23/2027,9800,7.47,167
1,10/24/2027,1701,1.3,152
1,10/25/2027,6817,5.2,111
1,10/26/2027,15089,11.5,139
1,10/27/2027,1177,0.9,120
1,10/28/2027,10923,8.33,79
1,10/29/2027,19008,14.49,143
1,10/30/2027,7783,5.93,29
1,10/31/2027,2880,2.2,22
1,11/1/2027,8833,6.73,128
1,11/2/2027,16378,12.48,151
1,11/3/2027,13332,10.16,79
1,11/4/2027,2009,1.53,89
1,11/5/2027,2732,2.08,144
1,11/6/2027,13371,10.19,58
1,11/7/2027,7019,5.35,148
1,11/8/2027,15103,11.51,152
1,11/9/2027,5635,4.29,102
1,11/10/2027,9939,7.58,57
1,11/11/2027,11887,9.06,130
1,11/12/2027,7669,5.85,70
1,11/13/2027,1054,0.8,176
1,11/14/2027,9002,6.86,122
1,11/15/2027,13920,10.61,178
1,11/16/2027,1531,1.17,36
1,11/17/2027,11322,8.63,48
1,11/18/2027,14440,11.01,96
1,11/19/2027,9618,7.33,118
1,11/20/2027,7449,5.68,113
1,11/21/2027,17237,13.14,58
1,11/22/2027,15720,11.98,121
1,11/23/2027,11881,9.06,136
1,11/24/2027,2268,1.73,146
