user_id,date,steps,distance_km
1,10/30/2026,14716,11.22
1,10/31/2026,13739,10.47
1,11/1/2026,9463,7.21
1,11/2/2026,11599,8.84
1,11/3/2026,2253,1.72
1,11/4/2026,8643,6.59
1,11/5/2026,16696,12.73
1,11/6/2026,6567,5.01
1,11/7/2026,8017,6.11
1,11/8/2026,19526,14.88
1,11/9/2026,4005,3.05
1,11/10/2026,3574,2.72
1,11/11/2026,2408,1.84
1,11/12/2026,1646,1.25
1,11/13/2026,2413,1.84
1,11/14/2026,10569,8.06
1,11/15/2026,16646,12.69
1,11/16/2026,12946,9.87
1,11/17/2026,8365,6.38
1,11/18/2026,8409,6.41
1,11/19/2026,19372,14.77
1,11/20/2026,16647,12.69
1,11/21/2026,1138,0.87
1,11/22/2026,10300,7.85
1,11/23/2026,7118,5.43
1,11/24/2026,8445,6.44
1,11/25/2026,8294,6.32
1,11/26/2026,8816,6.72
1,11/27/2026,13856,10.56
1,11/28/2026,16543,12.61
1,11/29/2026,1788,1.36
1,11/30/2026,15498,11.81
1,12/1/2026,7083,5.4
1,12/2/2026,11984,9.13
1,12/3/2026,4102,3.13
1,12/4/2026,6719,5.12
1,12/5/2026,5855,4.46
1,12/6/2026,11079,8.44
1,12/7/2026,4355,3.32
1,12/8/2026,16823,12.82
1,12/9/2026,19721,15.03
1,12/10/2026,1508,1.15
1,12/11/2026,1161,0.88
1,12/12/2026,14516,11.06
1,12/13/2026,12181,9.28
1,12/14/2026,6803,5.19
1,12/15/2026,16032,12.22
1,12/16/2026,1746,1.33
1,12/17/2026,11906,9.07
1,12/18/2026,8451,6.44
1,12/19/2026,1164,0.89
1,12/20/2026,7350,5.6
1,12/21/2026,11175,8.52
1,12/22/2026,15041,11.46
1,12/23/2026,18199,13.87
1,12/24/2026,19466,14.84
1,12/25/2026,5192,3.96
1,12/26/2026,16596,12.65
1,12/27/2026,16037,12.22
1,12/28/2026,10279,7.83
1,12/29/2026,14516,11.06
1,12/30/2026,5212,3.97
1,12/31/2026,1033,0.79
1,1/1/2027,12847,9.79
1,1/2/2027,19813,15.1
1,1/3/2027,7047,5.37
1,1/4/2027,16997,12.96
1,1/5/2027,1166,0.89
1,1/6/2027,19305,14.71
1,1/7/2027,7685,5.86
1,1/8/2027,15970,12.17
1,1/9/2027,15768,12.02
1,1/10/2027,13964,10.64
1,1/11/2027,19830,15.11
1,1/12/2027,2755,2.1
1,1/13/2027,10560,8.05
1,1/14/2027,10243,7.81
1,1/15/2027,13993,10.67
1,1/16/2027,4057,3.09
1,1/17/2027,19954,15.21
1,1/18/2027,6626,5.05
1,1/19/2027,13546,10.32
1,1/20/2027,1868,1.42
1,1/21/2027,9901,7.55
1,1/22/2027,14807,11.29
1,1/23/2027,19779,15.08
1,1/24/2027,2277,1.74
1,1/25/2027,5062,3.86
1,1/26/2027,8802,6.71
1,1/27/2027,11040,8.41
1,1/28/2027,1445,1.1
1,1/29/2027,6190,4.72
1,1/30/2027,5742,4.38
1,1/31/2027,9834,7.5
1,2/1/2027,16056,12.24
1,2/2/2027,6879,5.24
1,2/3/2027,5808,4.43
1,2/4/2027,1447,1.1
1,2/5/2027,6760,5.15
1,2/6/2027,10433,7.95
1,2/7/2027,10077,7.68
1,2/8/2027,8934,6.81
1,2/9/2027,11853,9.03
1,2/10/2027,6355,4.84
1,2/11/2027,16942,12.91
1,2/12/2027,17407,13.27
1,2/13/2027,14768,11.26
1,2/14/2027,2418,1.84
1,2/15/2027,15275,11.64
1,2/16/2027,5178,3.95
1,2/17/2027,8058,6.14
1,2/18/2027,6240,4.76
1,2/19/2027,10889,8.3
1,2/20/2027,19439,14.82
1,2/21/2027,1955,1.49
1,2/22/2027,6408,4.88
1,2/23/2027,12305,9.38
1,2/24/2027,16372,12.48
1,2/25/2027,6187,4.72
1,2/26/2027,1470,1.12
1,2/27/2027,15694,11.96
1,2/28/2027,10472,7.98
1,3/1/2027,10224,7.79
1,3/2/2027,11048,8.42
1,3/3/2027,3841,2.93
1,3/4/2027,15868,12.09
1,3/5/2027,13135,10.01
1,3/6/2027,1161,0.88
1,3/7/2027,13982,10.66
1,3/8/2027,17806,13.57
1,3/9/2027,18332,13.97
1,3/10/2027,12317,9.39
1,3/11/2027,8508,6.48
1,3/12/2027,5156,3.93
1,3/13/2027,14047,10.71
1,3/14/2027,9138,6.96
1,3/15/2027,5591,4.26
1,3/16/2027,8939,6.81
1,3/17/2027,10276,7.83
1,3/18/2027,16848,12.84
1,3/19/2027,18935,14.43
1,3/20/2027,11150,8.5
1,3/21/2027,7748,5.91
1,3/22/2027,2234,1.7
1,3/23/2027,4949,3.77
1,3/24/2027,9111,6.94
1,3/25/2027,9422,7.18
1,3/26/2027,4666,3.56
1,3/27/2027,8360,6.37
1,3/28/2027,19235,14.66
1,3/29/2027,14522,11.07
1,3/30/2027,1887,1.44
1,3/31/2027,9725,7.41
1,4/1/2027,14960,11.4
1,4/2/2027,3986,3.04
1,4/3/2027,5285,4.03
1,4/4/2027,13528,10.31
1,4/5/2027,4135,3.15
1,4/6/2027,3629,2.77
1,4/7/2027,9342,7.12
1,4/8/2027,11145,8.49
1,4/9/2027,4100,3.12
1,4/10/2027,6439,4.91
1,4/11/2027,4623,3.52
1,4/12/2027,2348,1.79
1,4/13/2027,4358,3.32
1,4/14/2027,9996,7.62
1,4/15/2027,4698,3.58
1,4/16/2027,8990,6.85
1,4/17/2027,6977,5.32
1,4/18/2027,17342,13.22
1,4/19/2027,2011,1.53
1,4/20/2027,11548,8.8
1,4/21/2027,3405,2.6
1,4/22/2027,17777,13.55
1,4/23/2027,9556,7.28
1,4/24/2027,2839,2.16
1,4/25/2027,7896,6.02
1,4/26/2027,2337,1.78
1,4/27/2027,5926,4.52
1,4/28/2027,7954,6.06
1,4/29/2027,6176,4.71
1,4/30/2027,6806,5.19
1,5/1/2027,13987,10.66
1,5/2/2027,16103,12.27
1,5/3/2027,2847,2.17
1,5/4/2027,16273,12.4
1,5/5/2027,14592,11.12
1,5/6/2027,13440,10.24
1,5/7/2027,16510,12.58
1,5/8/2027,13795,10.51
1,5/9/2027,9156,6.98
1,5/10/2027,1623,1.24
1,5/11/2027,4108,3.13
1,5/12/2027,19552,14.9
1,5/13/2027,10326,7.87
1,5/14/2027,4127,3.15
1,5/15/2027,4774,3.64
1,5/16/2027,12822,9.77
1,5/17/2027,6469,4.93
1,5/18/2027,10367,7.9
1,5/19/2027,8695,6.63
1,5/20/2027,14412,10.98
1,5/21/2027,10704,8.16
1,5/22/2027,1612,1.23
1,5/23/2027,3223,2.46
1,5/24/2027,11494,8.76
1,5/25/2027,4432,3.38
1,5/26/2027,3622,2.76
1,5/27/2027,11304,8.62
1,5/28/2027,15176,11.57
1,5/29/2027,11666,8.89
1,5/30/2027,1838,1.4
1,5/31/2027,1564,1.19
1,6/1/2027,15307,11.67
1,6/2/2027,12288,9.37
1,6/3/2027,10679,8.14
1,6/4/2027,1277,0.97
1,6/5/2027,17123,13.05
1,6/6/2027,4035,3.08
1,6/7/2027,6269,4.78
1,6/8/2027,18799,14.33
1,6/9/2027,5100,3.89
1,6/10/2027,13719,10.46
1,6/11/2027,13535,10.32
1,6/12/2027,14783,11.27
1,6/13/2027,6096,4.65
1,6/14/2027,1450,1.11
1,6/15/2027,4903,3.74
1,6/16/2027,2677,2.04
1,6/17/2027,10293,7.85
1,6/18/2027,14172,10.8
1,6/19/2027,12397,9.45
1,6/20/2027,15628,11.91
1,6/21/2027,16500,12.58
1,6/22/2027,5940,4.53
1,6/23/2027,6395,4.87
1,6/24/2027,19020,14.5
1,6/25/2027,5598,4.27
1,6/26/2027,14342,10.93
1,6/27/2027,10880,8.29
1,6/28/2027,2982,2.27
1,6/29/2027,2577,1.96
1,6/30/2027,5638,4.3
1,7/1/2027,12369,9.43
1,7/2/2027,17215,13.12
1,7/3/2027,6938,5.29
1,7/4/2027,1544,1.18
1,7/5/2027,11624,8.86
1,7/6/2027,17414,13.27
1,7/7/2027,10439,7.96
1,7/8/2027,6759,5.15
1,7/9/2027,12972,9.89
1,7/10/2027,12368,9.43
1,7/11/2027,12454,9.49
1,7/12/2027,2426,1.85
1,7/13/2027,13489,10.28
1,7/14/2027,6035,4.6
1,7/15/2027,2017,1.54
1,7/16/2027,11518,8.78
1,7/17/2027,17773,13.55
1,7/18/2027,16154,12.31
1,7/19/2027,19519,14.88
1,7/20/2027,1690,1.29
1,7/21/2027,7590,5.79
1,7/22/2027,18643,14.21
1,7/23/2027,15793,12.04
1,7/24/2027,2322,1.77
1,7/25/2027,10098,7.7
1,7/26/2027,8698,6.63
1,7/27/2027,6346,4.84
1,7/28/2027,8240,6.28
1,7/29/2027,19485,14.85
1,7/30/2027,5656,4.31
1,7/31/2027,15034,11.46
1,8/1/2027,16887,12.87
1,8/2/2027,8309,6.33
1,8/3/2027,14080,10.73
1,8/4/2027,1308,1
1,8/5/2027,7960,6.07
1,8/6/2027,6347,4.84
1,8/7/2027,10233,7.8
1,8/8/2027,10594,8.07
1,8/9/2027,4262,3.25
1,8/10/2027,6581,5.02
1,8/11/2027,8544,6.51
1,8/12/2027,19221,14.65
1,8/13/2027,11940,9.1
1,8/14/2027,16179,12.33
1,8/15/2027,1659,1.26
1,8/16/2027,4326,3.3
1,8/17/2027,14245,10.86
1,8/18/2027,10426,7.95
1,8/19/2027,6622,5.05
1,8/20/2027,18836,14.36
1,8/21/2027,15781,12.03
1,8/22/2027,6633,5.06
1,8/23/2027,10069,7.67
1,8/24/2027,6949,5.3
1,8/25/2027,9122,6.95
1,8/26/2027,3408,2.6
1,8/27/2027,13504,10.29
1,8/28/2027,12946,9.87
1,8/29/2027,9090,6.93
1,8/30/2027,5710,4.35
1,8/31/2027,18044,13.75
1,9/1/2027,7187,5.48
1,9/2/2027,10434,7.95
1,9/3/2027,8635,6.58
1,9/4/2027,7726,5.89
1,9/5/2027,10870,8.29
1,9/6/2027,10675,8.14
1,9/7/2027,5893,4.49
1,9/8/2027,6322,4.82
1,9/9/2027,3550,2.71
1,9/10/2027,8920,6.8
1,9/11/2027,1369,1.04
1,9/12/2027,7218,5.5
1,9/13/2027,6138,4.68
1,9/14/2027,12454,9.49
1,9/15/2027,8168,6.23
1,9/16/2027,16387,12.49
1,9/17/2027,11482,8.75
1,9/18/2027,6160,4.7
1,9/19/2027,11054,8.43
1,9/20/2027,9015,6.87
1,9/21/2027,14637,11.16
1,9/22/2027,6954,5.3
1,9/23/2027,9050,6.9
1,9/24/2027,19773,15.07
1,9/25/2027,15524,11.83
1,9/26/2027,11934,9.1
1,9/27/2027,14054,10.71
1,9/28/2027,8822,6.72
1,9/29/2027,14257,10.87
1,9/30/2027,14430,11
1,10/1/2027,11672,8.9
1,10/2/2027,1648,1.26
1,10/3/2027,7480,5.7
1,10/4/2027,16343,12.46
1,10/5/2027,8135,6.2
1,10/6/2027,18271,13.93
1,10/7/2027,12778,9.74
1,10/8/2027,7468,5.69
1,10/9/2027,5180,3.95
1,10/10/2027,14610,11.14
1,10/11/2027,12263,9.35
1,10/12/2027,11273,8.59
1,10/13/2027,9264,7.06
1,10/14/2027,14321,10.92
1,10/15/2027,14359,10.94
1,10/16/2027,16846,12.84
1,10/17/2027,5564,4.24
1,10/18/2027,8740,6.66
1,10/19/2027,8493,6.47
1,10/20/2027,2423,1.85
1,10/21/2027,18292,13.94
1,10/22/2027,12568,9.58
1,10/23/2027,9800,7.47
1,10/24/2027,1701,1.3
1,10/25/2027,6817,5.2
1,10/26/2027,15089,11.5
1,10/27/2027,1177,0.9
1,10/28/2027,10923,8.33
1,10/29/2027,19008,14.49
1,10/30/2027,7783,5.93
1,10/31/2027,2880,2.2
1,11/1/2027,8833,6.73
1,11/2/2027,16378,12.48
1,11/3/2027,13332,10.16
1,11/4/2027,2009,1.53
1,11/5/2027,2732,2.08
1,11/6/2027,13371,10.19
1,11/7/2027,7019,5.35
1,11/8/2027,15103,11.51
1,11/9/2027,5635,4.29
1,11/10/2027,9939,7.58
1,11/11/2027,11887,9.06
1,11/12/2027,7669,5.85
1,11/13/2027,1054,0.8
1,11/14/2027,9002,6.86
1,11/15/2027,13920,10.61
1,11/16/2027,1531,1.17
1,11/17/2027,11322,8.63
1,11/18/2027,14440,11.01
1,11/19/2027,9618,7.33
1,11/20/2027,7449,5.68
1,11/21/2027,17237,13.14
1,11/22/2027,15720,11.98
1,11/23/2027,11881,9.06
1,11/24/2027,2268,1.73
1,11/25/2027,8058,6.14
1,11/26/2027,12168,9.27
1,11/27/2027,12697,9.68
1,11/28/2027,14744,11.24
1,11/29/2027,5517,4.21
1,11/30/2027,7515,5.73
1,12/1/2027,8846,6.74
1,12/2/2027,1929,1.47
1,12/3/2027,8101,6.17
1,12/4/2027,11420,8.7
1,12/5/2027,7696,5.87
1,12/6/2027,12245,9.33
1,12/7/2027,18298,13.95
1,12/8/2027,10533,8.03
1,12/9/2027,1862,1.42
1,12/10/2027,6367,4.85
1,12/11/2027,14187,10.81
1,12/12/2027,10844,8.27
1,12/13/2027,11220,8.55
1,12/14/2027,18803,14.33
1,12/15/2027,18555,14.14
1,12/16/2027,8164,6.22
1,12/17/2027,19109,14.56
1,12/18/2027,2584,1.97
1,12/19/2027,8686,6.62
1,12/20/2027,11253,8.58
1,12/21/2027,3819,2.91
1,12/22/2027,10297,7.85
1,12/23/2027,6935,5.29
1,12/24/2027,11167,8.51
1,12/25/2027,15446,11.77
1,12/26/2027,11755,8.96
1,12/27/2027,8856,6.75
1,12/28/2027,19285,14.7
1,12/29/2027,5722,4.36
1,12/30/2027,6445,4.91
1,12/31/2027,6468,4.93
1,1/1/2028,12083,9.21
1,1/2/2028,7990,6.09
1,1/3/2028,3489,2.66
1,1/4/2028,2646,2.02
1,1/5/2028,8765,6.68
1,1/6/2028,17898,13.64
1,1/7/2028,9104,6.94
1,1/8/2028,19386,14.78
1,1/9/2028,18938,14.43
1,1/10/2028,4692,3.58
1,1/11/2028,13251,10.1
1,1/12/2028,7061,5.38
1,1/13/2028,18157,13.84
1,1/14/2028,11728,8.94
1,1/15/2028,18192,13.87
1,1/16/2028,7927,6.04
1,1/17/2028,11003,8.39
1,1/18/2028,12981,9.89
1,1/19/2028,14157,10.79
1,1/20/2028,18965,14.46
1,1/21/2028,11155,8.5
1,1/22/2028,5883,4.48
1,1/23/2028,12313,9.38
1,1/24/2028,17504,13.34
1,1/25/2028,8499,6.48
1,1/26/2028,8285,6.31
1,1/27/2028,5366,4.09
1,1/28/2028,15276,11.64
1,1/29/2028,2411,1.84
1,1/30/2028,8376,6.38
1,1/31/2028,6542,4.99
1,2/1/2028,15633,11.92
1,2/2/2028,4540,3.46
1,2/3/2028,10919,8.32
1,2/4/2028,17418,13.28
1,2/5/2028,11847,9.03
1,2/6/2028,12061,9.19
1,2/7/2028,4277,3.26
1,2/8/2028,14916,11.37
1,2/9/2028,12986,9.9
1,2/10/2028,18176,13.85
1,2/11/2028,5834,4.45
1,2/12/2028,2298,1.75
1,2/13/2028,4466,3.4
1,2/14/2028,3576,2.73
1,2/15/2028,7602,5.79
1,2/16/2028,19477,14.85
1,2/17/2028,10231,7.8
1,2/18/2028,15865,12.09
1,2/19/2028,14616,11.14
1,2/20/2028,15766,12.02
1,2/21/2028,13138,10.01
1,2/22/2028,17295,13.18
1,2/23/2028,5366,4.09
1,2/24/2028,6079,4.63
1,2/25/2028,17334,13.21
1,2/26/2028,4782,3.64
1,2/27/2028,17419,13.28
1,2/28/2028,18312,13.96
1,2/29/2028,10802,8.23
1,3/1/2028,1908,1.45
1,3/2/2028,1951,1.49
1,3/3/2028,3065,2.34
1,3/4/2028,15236,11.61
1,3/5/2028,18557,14.14
1,3/6/2028,11642,8.87
1,3/7/2028,14139,10.78
1,3/8/2028,6458,4.92
1,3/9/2028,15598,11.89
1,3/10/2028,16474,12.56
1,3/11/2028,16002,12.2
1,3/12/2028,4535,3.46
1,3/13/2028,1219,0.93
1,3/14/2028,2338,1.78
1,3/15/2028,12321,9.39
1,3/16/2028,19680,15
1,3/17/2028,17201,13.11
1,3/18/2028,16165,12.32
1,3/19/2028,12240,9.33
1,3/20/2028,3760,2.87
1,3/21/2028,5000,3.81
1,3/22/2028,17974,13.7
1,3/23/2028,17925,13.66
1,3/24/2028,4049,3.09
1,3/25/2028,12725,9.7
1,3/26/2028,18819,14.34
1,3/27/2028,3276,2.5
1,3/28/2028,5985,4.56
1,3/29/2028,2365,1.8
1,3/30/2028,8627,6.58
1,3/31/2028,14840,11.31
1,4/1/2028,3976,3.03
1,4/2/2028,18469,14.08
1,4/3/2028,18945,14.44
1,4/4/2028,14104,10.75
1,4/5/2028,10862,8.28
1,4/6/2028,15048,11.47
1,4/7/2028,10601,8.08
1,4/8/2028,13886,10.58
1,4/9/2028,9363,7.14
1,4/10/2028,13146,10.02
1,4/11/2028,12441,9.48
1,4/12/2028,3038,2.32
1,4/13/2028,8762,6.68
1,4/14/2028,11802,9
1,4/15/2028,12646,9.64
1,4/16/2028,19646,14.97
1,4/17/2028,5251,4
1,4/18/2028,11727,8.94
1,4/19/2028,9150,6.97
1,4/20/2028,8223,6.27
1,4/21/2028,18746,14.29
1,4/22/2028,16818,12.82
1,4/23/2028,1443,1.1
1,4/24/2028,6678,5.09
1,4/25/2028,17334,13.21
1,4/26/2028,17115,13.04
1,4/27/2028,16590,12.64
1,4/28/2028,1417,1.08
1,4/29/2028,9270,7.07
1,4/30/2028,5342,4.07
1,5/1/2028,3195,2.44
1,5/2/2028,8289,6.32
1,5/3/2028,5048,3.85
1,5/4/2028,6844,5.22
1,5/5/2028,8088,6.16
1,5/6/2028,15817,12.06
1,5/7/2028,13803,10.52
1,5/8/2028,5282,4.03
1,5/9/2028,8686,6.62
1,5/10/2028,5562,4.24
1,5/11/2028,2367,1.8
1,5/12/2028,1296,0.99
1,5/13/2028,3603,2.75
1,5/14/2028,11595,8.84
1,5/15/2028,11137,8.49
1,5/16/2028,4676,3.56
1,5/17/2028,19444,14.82
1,5/18/2028,8573,6.53
1,5/19/2028,3031,2.31
1,5/20/2028,17167,13.08
1,5/21/2028,16100,12.27
1,5/22/2028,7928,6.04
1,5/23/2028,4801,3.66
1,5/24/2028,7591,5.79
1,5/25/2028,4172,3.18
1,5/26/2028,17850,13.61
1,5/27/2028,18179,13.86
1,5/28/2028,5924,4.52
1,5/29/2028,19955,15.21
1,5/30/2028,11291,8.61
1,5/31/2028,11594,8.84
1,6/1/2028,2700,2.06
1,6/2/2028,7315,5.58
1,6/3/2028,5329,4.06
1,6/4/2028,15120,11.52
1,6/5/2028,10689,8.15
1,6/6/2028,10713,8.17
1,6/7/2028,19537,14.89
1,6/8/2028,5211,3.97
1,6/9/2028,2050,1.56
1,6/10/2028,6244,4.76
1,6/11/2028,1298,0.99
1,6/12/2028,9418,7.18
1,6/13/2028,6645,5.06
1,6/14/2028,1478,1.13
1,6/15/2028,5945,4.53
1,6/16/2028,17518,13.35
1,6/17/2028,9670,7.37
1,6/18/2028,12637,9.63
1,6/19/2028,11656,8.88
1,6/20/2028,7285,5.55
1,6/21/2028,16050,12.23
1,6/22/2028,17163,13.08
1,6/23/2028,8812,6.72
1,6/24/2028,19437,14.81
1,6/25/2028,3254,2.48
1,6/26/2028,13754,10.48
1,6/27/2028,1179,0.9
1,6/28/2028,19669,14.99
1,6/29/2028,7171,5.47
1,6/30/2028,8961,6.83
1,7/1/2028,11764,8.97
1,7/2/2028,8545,6.51
1,7/3/2028,2081,1.59
1,7/4/2028,11170,8.51
1,7/5/2028,12025,9.17
1,7/6/2028,19187,14.62
1,7/7/2028,9458,7.21
1,7/8/2028,13395,10.21
1,7/9/2028,10556,8.05
1,7/10/2028,5296,4.04
1,7/11/2028,17445,13.3
1,7/12/2028,6110,4.66
1,7/13/2028,18905,14.41
1,7/14/2028,17074,13.01
1,7/15/2028,19130,14.58
1,7/16/2028,12163,9.27
1,7/17/2028,15304,11.66
1,7/18/2028,18724,14.27
1,7/19/2028,18006,13.72
1,7/20/2028,8293,6.32
1,7/21/2028,8921,6.8
1,7/22/2028,10355,7.89
1,7/23/2028,18468,14.08
1,7/24/2028,19553,14.9
1,7/25/2028,11871,9.05
1,7/26/2028,15619,11.9
1,7/27/2028,1814,1.38
1,7/28/2028,17570,13.39
1,7/29/2028,2376,1.81
1,7/30/2028,14396,10.97
1,7/31/2028,18912,14.41
1,8/1/2028,14637,11.16
1,8/2/2028,10465,7.98
1,8/3/2028,11792,8.99
1,8/4/2028,12489,9.52
1,8/5/2028,13518,10.3
1,8/6/2028,2168,1.65
1,8/7/2028,19225,14.65
1,8/8/2028,11033,8.41
1,8/9/2028,4491,3.42
1,8/10/2028,13175,10.04
1,8/11/2028,7528,5.74
1,8/12/2028,7029,5.36
1,8/13/2028,6528,4.98
1,8/14/2028,1761,1.34
1,8/15/2028,4964,3.78
1,8/16/2028,9732,7.42
1,8/17/2028,2417,1.84
1,8/18/2028,8423,6.42
1,8/19/2028,19662,14.99
1,8/20/2028,14201,10.82
1,8/21/2028,2352,1.79
1,8/22/2028,8637,6.58
1,8/23/2028,18258,13.92
1,8/24/2028,1087,0.83
1,8/25/2028,13972,10.65
1,8/26/2028,18709,14.26
1,8/27/2028,2718,2.07
1,8/28/2028,13921,10.61
1,8/29/2028,3881,2.96
1,8/30/2028,7948,6.06
1,8/31/2028,18470,14.08
1,9/1/2028,16808,12.81
1,9/2/2028,16180,12.33
1,9/3/2028,17176,13.09
1,9/4/2028,3917,2.99
1,9/5/2028,8202,6.25
1,9/6/2028,19273,14.69
1,9/7/2028,11559,8.81
1,9/8/2028,2644,2.02
1,9/9/2028,7178,5.47
1,9/10/2028,10460,7.97
1,9/11/2028,7843,5.98
1,9/12/2028,17577,13.4
1,9/13/2028,10158,7.74
1,9/14/2028,5332,4.06
1,9/15/2028,13567,10.34
1,9/16/2028,7587,5.78
1,9/17/2028,15043,11.47
1,9/18/2028,7753,5.91
1,9/19/2028,9938,7.57
1,9/20/2028,10374,7.91
1,9/21/2028,19182,14.62
1,9/22/2028,9784,7.46
1,9/23/2028,8306,6.33
1,9/24/2028,10219,7.79
1,9/25/2028,15649,11.93
1,9/26/2028,8836,6.73
1,9/27/2028,12680,9.66
1,9/28/2028,4351,3.32
1,9/29/2028,17339,13.22
1,9/30/2028,19091,14.55
1,10/1/2028,17463,13.31
1,10/2/2028,11782,8.98
1,10/3/2028,9456,7.21
1,10/4/2028,9030,6.88
1,10/5/2028,1345,1.03
1,10/6/2028,9257,7.06
1,10/7/2028,19756,15.06
1,10/8/2028,17566,13.39
1,10/9/2028,2157,1.64
1,10/10/2028,8625,6.57
1,10/11/2028,16552,12.62
1,10/12/2028,4184,3.19
1,10/13/2028,13999,10.67
1,10/14/2028,2051,1.56
1,10/15/2028,10597,8.08
1,10/16/2028,15759,12.01
1,10/17/2028,10590,8.07
1,10/18/2028,12702,9.68
1,10/19/2028,16578,12.64
1,10/20/2028,3845,2.93
1,10/21/2028,19300,14.71
1,10/22/2028,3357,2.56
1,10/23/2028,5889,4.49
1,10/24/2028,17980,13.7
1,10/25/2028,12867,9.81
1,10/26/2028,4188,3.19
1,10/27/2028,11147,8.5
1,10/28/2028,18687,14.24
1,10/29/2028,11825,9.01
1,10/30/2028,17411,13.27
1,10/31/2028,14746,11.24
1,11/1/2028,16875,12.86
1,11/2/2028,9151,6.97
1,11/3/2028,8363,6.37
1,11/4/2028,4729,3.6
1,11/5/2028,16512,12.59
1,11/6/2028,9803,7.47
1,11/7/2028,1908,1.45
1,11/8/2028,16046,12.23
1,11/9/2028,9967,7.6
1,11/10/2028,15211,11.59
1,11/11/2028,15307,11.67
1,11/12/2028,14586,11.12
1,11/13/2028,3924,2.99
1,11/14/2028,5951,4.54
1,11/15/2028,5815,4.43
1,11/16/2028,12659,9.65
1,11/17/2028,19657,14.98
1,11/18/2028,17933,13.67
1,11/19/2028,8296,6.32
1,11/20/2028,19654,14.98
1,11/21/2028,14873,11.34
1,11/22/2028,19992,15.24
1,11/23/2028,4305,3.28
1,11/24/2028,10003,7.62
1,11/25/2028,9452,7.2
1,11/26/2028,13491,10.28
1,11/27/2028,19509,14.87
1,11/28/2028,7777,5.93
1,11/29/2028,14934,11.38
1,11/30/2028,10687,8.15
1,12/1/2028,19199,14.63
1,12/2/2028,12822,9.77
1,12/3/2028,8644,6.59
1,12/4/2028,9862,7.52
1,12/5/2028,8847,6.74
1,12/6/2028,17083,13.02
1,12/7/2028,2224,1.7
1,12/8/2028,2409,1.84
1,12/9/2028,19863,15.14
1,12/10/2028,13778,10.5
1,12/11/2028,13780,10.5
1,12/12/2028,14820,11.3
1,12/13/2028,2043,1.56
1,12/14/2028,14359,10.94
1,12/15/2028,19301,14.71
1,12/16/2028,2900,2.21
1,12/17/2028,7864,5.99
1,12/18/2028,10855,8.27
1,12/19/2028,11831,9.02
1,12/20/2028,3556,2.71
1,12/21/2028,4320,3.29
1,12/22/2028,3835,2.92
1,12/23/2028,14450,11.01
1,12/24/2028,1309,1
1,12/25/2028,15221,11.6
1,12/26/2028,5706,4.35
1,12/27/2028,7814,5.96
1,12/28/2028,1248,0.95
1,12/29/2028,15192,11.58
1,12/30/2028,10486,7.99
1,12/31/2028,15864,12.09
1,1/1/2029,19801,15.09
1,1/2/2029,1878,1.43
1,1/3/2029,14383,10.96
1,1/4/2029,7144,5.45
1,1/5/2029,2404,1.83
1,1/6/2029,6068,4.62
1,1/7/2029,2517,1.92
1,1/8/2029,1632,1.24
1,1/9/2029,4637,3.53
1,1/10/2029,9229,7.03
1,1/11/2029,8473,6.46
1,1/12/2029,18498,14.1
1,1/13/2029,19740,15.05
1,1/14/2029,12967,9.88
1,1/15/2029,12207,9.3
1,1/16/2029,8654,6.6
1,1/17/2029,12738,9.71
1,1/18/2029,9064,6.91
1,1/19/2029,15291,11.65
1,1/20/2029,19392,14.78
1,1/21/2029,3970,3.03
1,1/22/2029,16849,12.84
1,1/23/2029,18475,14.08
1,1/24/2029,16990,12.95
1,1/25/2029,4306,3.28
1,1/26/2029,10802,8.23
1,1/27/2029,7635,5.82
1,1/28/2029,3398,2.59
1,1/29/2029,11041,8.42
1,1/30/2029,18833,14.35
1,1/31/2029,4545,3.46
1,2/1/2029,14460,11.02
1,2/2/2029,15024,11.45
1,2/3/2029,10343,7.88
1,2/4/2029,11299,8.61
1,2/5/2029,3761,2.87
1,2/6/2029,1220,0.93
1,2/7/2029,18195,13.87
1,2/8/2029,8393,6.4
1,2/9/2029,9203,7.01
1,2/10/2029,1629,1.24
1,2/11/2029,2254,1.72
1,2/12/2029,14992,11.43
1,2/13/2029,8336,6.35
1,2/14/2029,8418,6.42
1,2/15/2029,3810,2.9
1,2/16/2029,1181,0.9
1,2/17/2029,9607,7.32
1,2/18/2029,6601,5.03
1,2/19/2029,9733,7.42
1,2/20/2029,14548,11.09
1,2/21/2029,18136,13.82
1,2/22/2029,4555,3.47
1,2/23/2029,13629,10.39
1,2/24/2029,9714,7.4
1,2/25/2029,16906,12.89
1,2/26/2029,13573,10.35
1,2/27/2029,1294,0.99
1,2/28/2029,3796,2.89
1,3/1/2029,6364,4.85
1,3/2/2029,9861,7.52
1,3/3/2029,14572,11.11
1,3/4/2029,10240,7.8
1,3/5/2029,15639,11.92
1,3/6/2029,12139,9.25
1,3/7/2029,19165,14.61
1,3/8/2029,15516,11.83
1,3/9/2029,15507,11.82
1,3/10/2029,14412,10.98
1,3/11/2029,15581,11.88
1,3/12/2029,16620,12.67
1,3/13/2029,4081,3.11
1,3/14/2029,12936,9.86
1,3/15/2029,7810,5.95
1,3/16/2029,8184,6.24
1,3/17/2029,14375,10.96
1,3/18/2029,1449,1.1
1,3/19/2029,18109,13.8
1,3/20/2029,16095,12.27
1,3/21/2029,13821,10.53
